row	stimulus	all_responses
55	aa,cc,bcb,ccc,cacc,cbac,bbaab,ababa,bacabb,aabcba	bbcacb:3,aabcbaa:3,bbccaa:2,bbacab:2,abbcba:2,acbccac:1,caaccbb:1,aacbcbc:1,aabcb:1,abcabca:1,cacaba:1,acca:1,cbaaab:1,bbacaa:1,aba:1,bbccaaa:1,babbbaa:1,aabbccbb:1,ccacba:1,babcba:1,ccaabcba:1,abbcabba:1,aaabbcba:1,ccbccb:1,abacba:1,baccaccc:1,aaaaaa:1,aacbca:1,aabcab:1,abbaacc:1,aabcabaa:1,cac:1,ccabbac:1,aabcbab:1,aabccbb:1,ccccbcaaa:1,bbbb:1,ccbcba:1,aaabbcca:1,ccba:1,abcaaba:1,acbacb:1,aaabbccbbaa:1,aacaacaa:1,bbaacb:1,aabbca:1,ccbcbcc:1,ccaccb:1,bcaac:1,abc:1,bacbab:1,aacaca:1,cccbbbb:1,aaccbcbccccacccbacbbaababababacabbaabcbaabc:1,ccbcbcbcbbbccccccbbcbabaabbccbca:1,bababaca:1,bababa:1,cccbac:1,aac:1,cccccccc:1,bbaabbaa:1,abbabba:1,bbcabc:1,cabacaa:1,aabbcca:1,babbcbac:1,aabbcc:1,acbba:1,bbcacba:1,bbaac:1,aaacbcaa:1,aababcaa:1,acbcabc:1,aaccbaac:1,bacabc:1
56	aaa	bbb:57,aaaa:12,aba:3,aa:2,bababa:1,aaabbb:1,abb:1,bbbb:1,a:1,aaaaaaaa:1,aaaaa:1,bbca:1
57	aaa,aaca	aaba:14,aacaa:13,aacca:8,acaa:7,aaaca:4,aaaa:3,ccac:3,ccc:3,aabca:3,aaacaa:2,aac:2,acca:2,bbab:2,bcbcbc:1,abca:1,bbabba:1,aaaab:1,acaaa:1,bbca:1,aaaba:1,bccc:1,c:1,bbbc:1,aaacca:1,aaab:1,aab:1,aaaaa:1,caaa:1,aabbaa:1
58	aaa,aaca,aaaa	aaaca:20,aaaaa:10,bbbb:10,aacaa:5,aacca:5,acaa:3,aabaa:3,aacc:2,acacac:1,aaccca:1,aaaaac:1,abababa:1,aaab:1,aaccaa:1,aca:1,abbb:1,cccc:1,aaaac:1,abc:1,aaaaca:1,caaaa:1,aaaab:1,caaa:1,aaaaaca:1,aaaaba:1,aaabb:1,aacaaa:1,aaacaaa:1,aaba:1,acaaa:1,aaabbb:1,caca:1
59	aaa,aaca,aaaa,aacaa	aaaaa:34,aaaaaa:5,aaacaaa:4,aaacaa:4,aacaaa:3,aaaca:3,bbabb:3,bbcbb:2,acbacb:1,aacaac:1,aaaaacaa:1,babababab:1,aacca:1,aabbaa:1,caaa:1,aabcc:1,aacaab:1,ccacc:1,aabbcc:1,aabaa:1,aabab:1,acaaa:1,caacaa:1,aaac:1,ccbcc:1,acaac:1,aacaca:1,aabca:1,aaaacaaaa:1,cccc:1,cacaca:1,aabb:1
60	aaa,aaca,aaaa,aacaa,aaacb	aaacba:8,aaaacb:6,aaabc:5,aacba:5,aaaaaa:4,aaacc:4,aaacaaa:4,bbbac:4,aacab:2,aaaccb:2,bcaaa:2,aaaaaaa:2,aacbaa:2,abcabc:1,aaacbaa:1,aacaba:1,aacccacca:1,abcaba:1,aaaaccbb:1,aaaaa:1,caab:1,aacbb:1,cccab:1,aaacab:1,aaacaa:1,aaabbbccc:1,aaaacaaa:1,aabaac:1,aaaaccb:1,caccca:1,aaaacbb:1,baaac:1,aaabbc:1,aaaac:1,aacaaa:1,accaaa:1,acaaacaa:1,aaccaa:1,aaaab:1,aaaca:1,aaacbb:1,aaacbbb:1,ababab:1,aaaaab:1,aaccbb:1
61	aaa,aaca,aaaa,aacaa,aaacb,caacaa	baabaa:15,caaacaaa:4,caacaab:3,aaaaaa:3,aaaacb:3,aacaac:3,cabcab:2,aaaaaaa:2,caaca:2,accacc:2,aaccaa:2,caca:2,bccbcc:2,cbacba:2,abbabb:2,caabac:1,aaacbc:1,caacaac:1,caabacb:1,aaaaaaaaaaaaa:1,caacaaa:1,caaacaaab:1,ccbabab:1,aaabca:1,aacca:1,cabba:1,bababa:1,aaacbaa:1,caaacb:1,aaaccbb:1,cacaab:1,bccacc:1,bbacaa:1,aaaacc:1,ccaaccaa:1,ccaaacaa:1,cacaaa:1,acaaac:1,caabcaa:1,acaacaa:1,baacaaa:1,aabaab:1,caacab:1,caacba:1,caabaa:1,caacca:1,abc:1,aabbccaa:1
62	aaa,aaca,aaaa,aacaa,aaacb,caacaa,bcaaab	bcaaaab:5,bcaaaba:4,cbaaab:4,abccca:3,bcaaacb:2,baaacb:2,bcaaabc:2,bcaacb:2,babababab:1,abaaab:1,bcaabc:1,baacaa:1,aaabac:1,cbaaac:1,cacbabab:1,aaaaaaa:1,aaaabcca:1,bccaaabb:1,aacbac:1,abaaac:1,acbaa:1,bacab:1,baacb:1,bacccb:1,acbbba:1,aacaaac:1,aaaabc:1,bac:1,bcabac:1,cbaacaa:1,caaacaaa:1,aacaacb:1,bcaaaaab:1,bbaacca:1,cabaa:1,caaabcaaa:1,abcaaabc:1,acaacb:1,aaabcb:1,bcaabca:1,cabbc:1,aaaabbca:1,bbccaaabbba:1,bcaaaaaab:1,bababacaba:1,cbaab:1,abaaaa:1,caacaaca:1,baccca:1,baaaacb:1,bcaabac:1,bacabaa:1,cabbbc:1,abcaaab:1,bcaaabb:1,accbaa:1,bbcaab:1,cbaa:1,aaabbbccc:1,acaacaa:1,cbbaaa:1,bcabbb:1,abccba:1,aacaac:1,bacbac:1,aacbaa:1
63	aaa,aaca,aaaa,aacaa,aaacb,caacaa,bcaaab,cbaacaa	cbaacaab:5,cbaaacaaa:4,cbaacbaa:2,cbaacaaaa:2,bcaaabc:2,abccacc:2,aacaabc:2,caacbaa:2,acbaaca:2,acbbabb:2,bcaacaa:2,cbacbacbacbacab:1,baaaca:1,cbacaab:1,cabbbb:1,cbaacaaa:1,baabaac:1,bacaaca:1,babcaca:1,bcaabaabc:1,aaabaaaca:1,aaabbbccc:1,acbbacc:1,cbcaaab:1,bcaabaa:1,bcaaca:1,cbaab:1,caaba:1,aacbab:1,bbcaaab:1,bacbac:1,baaaaacb:1,caabcac:1,aabbaacc:1,cbacbaa:1,bcbaaccaa:1,caaaacaaaa:1,cbaabaa:1,aabaca:1,caabaa:1,baccbcc:1,baacaab:1,aaaacbc:1,ccbaaaa:1,aaacccb:1,bacaaac:1,cbaacaabaa:1,bacccaab:1,abc:1,bacbba:1,abacbaa:1,abaacaba:1,cbaacaaba:1,baab:1,ccaacbb:1,cbaaa:1,baaacb:1,bbccaab:1,cccbcaaaa:1,baccbaa:1,cbabcaa:1,cbaabcaa:1,bbaaacb:1,aabbaac:1,acbacb:1,aabcbcaa:1
64	aaa,aaca,aaaa,aacaa,aaacb,caacaa,bcaaab,cbaacaa,aaaacab	bacaaaa:4,aaaaacaab:4,bbbbabc:3,aaaaacab:3,aaaaaaaa:2,caacaab:2,aaaacaba:2,aaaaabc:2,aaabac:2,aaabbbccc:1,aaabbaba:1,bacaaba:1,cacab:1,caaaaacab:1,caaaacab:1,babcac:1,cacbacbac:1,aaaacabb:1,aaaaacba:1,baacaac:1,caaba:1,aaabbbb:1,aaaacb:1,ccccacb:1,bacaaa:1,cbaaacaa:1,aaaaabbc:1,bacbacbac:1,aaaaaaacbab:1,aaabcc:1,aaacbba:1,aaaacbb:1,aaaacba:1,accaccab:1,aacab:1,ccccbca:1,aaacaba:1,cbaaacba:1,aaaaaacb:1,acbaaacb:1,aaaacabca:1,acabaaa:1,aaaaaaaaa:1,bcaaaabb:1,aaacbaaa:1,cbbaacaa:1,aaaabcab:1,bacabaabaca:1,aaaababa:1,aaaacbaaa:1,aaaacabba:1,baabaa:1,baaaaca:1,aaaabac:1,cabaaaa:1,aaaaac:1,aaccaacab:1,ccbaacaa:1,bbaacab:1,caaacaccc:1,aaacbabc:1,bbbbacb:1,aaacaab:1,cacaacba:1,baaaac:1,abcabc:1,cbaabbaa:1
65	aaa,aaca,aaaa,aacaa,aaacb,caacaa,bcaaab,cbaacaa,aaaacab,aacaaaaa	aaaaaaaaa:5,aaacaaaaa:5,aacaaaaaaa:4,aacaaaab:3,bbabbbbb:3,aabaaaaa:2,acaaaaa:2,aaaaacaa:2,abcacabcaca:1,bcaabca:1,aacaaaaaa:1,caaaab:1,aaacccaaaaa:1,cabaaaaab:1,aaabcaba:1,bbbaaa:1,aaaacaaab:1,cabbbaba:1,aabaaaa:1,aaacaaaaaa:1,caaaaa:1,aabaaa:1,ccaccccc:1,aaacaba:1,ccbacaaa:1,cab:1,aacaaaaaaaaaaa:1,aaaaabbc:1,aabcccaa:1,aaaacaaaaaaaa:1,bbbcccaaa:1,aaacaa:1,ccbccccc:1,acaaaaaa:1,bbacaaa:1,acabaaaa:1,aaaaacb:1,aabcaaa:1,aaacbaacba:1,aaaaaaaac:1,cbaacbaac:1,acaaabbbaa:1,aaabaaa:1,bcaaaaaab:1,ccabcacc:1,aacaaaaab:1,abacabaa:1,aaaaaaaa:1,aacaaaca:1,aacaaaabaa:1,aaccaaaaa:1,aabcaabc:1,aaaaaacb:1,aacbaaaaa:1,aacabab:1,aacaaaaaaaa:1,aaaaacab:1,aaccaacca:1,baaacaaaaaa:1,aacbacaa:1,caacaabb:1,aabbaaaa:1,cbacba:1,bcaabcaa:1
66	aab	aabb:13,baa:11,aac:8,aba:7,bba:6,bbc:5,aabaab:5,abb:4,b:3,aaab:3,bcc:2,aabbb:2,aa:1,aabaabaaba:1,aabaabaab:1,bab:1,aabc:1,a:1,accb:1,acacacaca:1,bbb:1,aabaa:1,ba:1,acb:1,aaba:1,aaa:1,babab:1
67	aab,aaabab	aaaabab:10,aaaabaab:6,bbbcbc:4,aaaababab:4,aaababab:3,bbbaba:2,aaababaaabab:2,aaabbb:2,aababab:2,a:2,aaaabbabb:1,aaabbbcbc:1,aaaaaabaaaba:1,aaaababaabab:1,aaabbabb:1,abababa:1,aaaababb:1,aaa:1,aaababbab:1,aaababaaaa:1,abcabcabc:1,bbabba:1,ababababba:1,aaaababc:1,aaaababbb:1,aaaababaaaa:1,aababb:1,aaabba:1,babaaa:1,bbaabb:1,aaababaa:1,accbc:1,acab:1,cbc:1,abba:1,abab:1,aaaabbab:1,aabaab:1,aaaaaabbbbbaaaaa:1,aaabbbb:1,aa:1,aaaabbaab:1,aaabaaab:1,aabababab:1,aaabbab:1,aaba:1,baab:1,aaab:1,bbbabab:1,ababab:1,aaababaaaabab:1,bac:1,aba:1,aaacac:1,ababbbaab:1,aaaababa:1,aaababa:1
68	aab,aaabab,aaaababab	aaaaabababab:23,aaaaababab:7,aaaaabababa:6,aaaabababa:4,bbbbcbcbc:3,aaaabababaaaababab:2,aaaaababababa:2,aa:2,aaaaabababb:1,aaaababbbabb:1,aaababbab:1,abababab:1,aaaa:1,bbbbababab:1,aaabababab:1,aaaaaabbbba:1,aaabbbb:1,aaaababbbb:1,aaaababababab:1,aaaababbb:1,aaabbbbaab:1,caacb:1,cacb:1,babaaabaa:1,aaaababaa:1,bbbbababa:1,aaabaab:1,aaaaababa:1,ababababab:1,aaaaabbbaa:1,ab:1,aaaab:1,abababaa:1,aabbaab:1,aaaabababab:1,aaaabb:1,c:1,bbbbabab:1,aabababab:1,bbbcbcbcbc:1,aacb:1,aaaacacac:1,abbababababa:1
69	aab,aaabab,aaaababab,aaaaabababab	aaaaaababababab:33,aaaaaabababab:6,aaaaaababababa:3,bbbbbcbcbcbc:2,aaaaababababab:2,aaaaabababababa:2,ab:2,aaaaabbababaa:1,abaababababa:1,aaaaa:1,bbbbbabbabba:1,aaaabababb:1,aaaaababababaaaaa:1,aaabbbbabab:1,abbaba:1,aaaaabababbbb:1,aaaaabbbabab:1,aba:1,acac:1,bca:1,aaaaabaabaaa:1,aaaaabababaa:1,bbbbbabababa:1,aaaaaaaaabababab:1,aaaaaaaaaabababababa:1,aaaaaaababababab:1,a:1,aaaaaaaababbabab:1,abababab:1,aaaaaaabababab:1,aabbaa:1,bbbbbcbcbcb:1,aaaaababababaaaaabababab:1,babab:1,ca:1,bbbbbbabababa:1,aaababababab:1,bbbbbbbbcbcbcbcbc:1,bbaca:1,aaaaacacacac:1,abababababa:1
70	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab	aaaaaaabababababab:27,aaaaaaababababab:5,aaaaaaaababababab:5,aaaaaaababababababa:3,bbbbbbcbcbcbcbc:2,aaaaaaabababababa:2,aaaaaabababababab:2,aba:2,abbaacccaaaa:1,aaabbabbabba:1,aaaaaa:1,bbbbbababababab:1,aaaaababaa:1,aaaaaabababababaaaaaa:1,aaaaaaaaaaabababababbaba:1,baba:1,aaaaaababababbb:1,aaaaaabababbbaa:1,aaaaaaabababababababab:1,baca:1,cab:1,aaaaaabababababa:1,aaaaaababababaa:1,baabaa:1,aaaaaaababababababab:1,aaaaababababab:1,ba:1,aaaaaaaaabbbaaa:1,aaaaaaabababa:1,aaaaaaaaaaabababab:1,bbbbbcbcbcbcb:1,aaaaaabababababaaaaaababababab:1,abaabb:1,aaaaaaaabab:1,ac:1,bbbbbbbbbabababa:1,abababababababab:1,bbbbbbbbbbbcbcbcbcbcbcb:1,baccab:1,bb:1,aaaaaaabababababababa:1,aaaaaacacacacac:1,babababaababbaabbaba:1,aaaaaaaabababababab:1
71	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab,aaaaaaabababababab	aaaaaaaababababababab:28,aaaaaaaabababababab:7,aaaaaaaababababababa:3,aaaaaaababababababab:3,aaaaaaaaababababababab:3,bbbbbbbbcbcbcbcbcbc:2,aaaaaaaabababababababa:2,aaaaaaababababababa:2,aaaaaabababababababab:1,aabaa:1,aaababababa:1,bbbbbbbcbcbcbcbcbc:1,aaaaaaa:1,bbbbbbbbababbababab:1,aaaaaaabab:1,aaaaaaababababababaaaaaaa:1,aaaaaaaaaaaa:1,abbba:1,aaaaaaaabababababa:1,aaaaaaaabababbaabb:1,aaaaaaaababababababababab:1,bcac:1,abc:1,bbbbbbbabababababab:1,babab:1,aaa:1,aaaaaaaaabababa:1,aaaabababbaaa:1,aaaaaaaaaaaaababab:1,ababab:1,aaaaaaababababababaaaaaaabababababab:1,aaaaabbaabbaa:1,abab:1,bac:1,bbbbbbbbabababa:1,aaaaaaaaaababababab:1,bbbbbbbbbbbbcbcbcbcbcbcbc:1,bbaac:1,ba:1,aaaaaaacacacacacac:1,abbabbabbaabbaabbabaabbaab:1,aaaaaaaabababababababab:1
72	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab,aaaaaaabababababab,aaaaaaaababababababab	aaaaaaaaabababababababab:27,aaaaaaaaababababababab:3,aaaaaaaaaabababababababab:3,aaaaaaaabababababababab:2,aaaaaaaabababababababa:2,aaaaaaaaababababababababab:2,aaaaaaaaabababababab:1,aaababababababababab:1,bbbbbbbbcbcbcbcbcbcbcb:1,aaaaaabbababab:1,bbbbbbbbcbcbcbcbcbcbc:1,aaaaaaaa:1,bbbbbbbabababababab:1,aaaaaaaaba:1,aaaaaaaabababababababaaaaaaaa:1,ca:1,aaaaaaaaaababbabbabbabbabbabbab:1,aaaaaaaaaababababababa:1,aaabbbaaaa:1,aaaaaaaaaababababababab:1,aaaaaabababbabababab:1,aaaaaaaaabababababababababab:1,aaaaaaaaaaaaaabababababababab:1,bca:1,acccbb:1,aaaaaaaaababababababababa:1,bbbbbbabababababa:1,aaaaaaaaaaaaababababab:1,aaaaaaaaababababababa:1,aaaaaaaaaabababababab:1,aaaaaaaaabababababbabab:1,abba:1,aaaaaaaabbbbaabaabaa:1,aaabababab:1,aaaaaaaaaaaabababab:1,aaaaaaab:1,bbbbbbbbcbcbbcbcbcbc:1,aaaaaaaabababababababaaaaaaaababababababab:1,aaaaaaaaabababababababa:1,ababa:1,aaaaaaaaaaababababab:1,cab:1,aaaaaaaaabababababababaab:1,ba:1,aaaaaaaaaaabababababab:1,bbbbbbbbbbbbbbcbcbcbcbcbcbc:1,cabbba:1,ac:1,aaaaaaaaabababababa:1,aaaaaaaacacacacacacac:1,bababaabababababababababab:1
73	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab,aaaaaaabababababab,aaaaaaaababababababab,aaaaaaaaabababababababab	aaaaaaaaaababababababababab:35,bbbbbbbbbcbcbcbcbcbcbcbc:3,aaaaaaaaaaababababababababab:2,aaaaaaaaabababababababababab:2,aaaaaaaaaabababababababababab:2,aaaaaaaaaaaaabababababab:2,aaaaaaaaaababababababab:1,aaaaaaaababababababaababaa:1,aaaaaabababababbbabba:1,aaaaaaaaa:1,bbbbbbabababababababababa:1,aaaaaaaaab:1,aaaaaaaaababababababababaaaaaaaaa:1,aaaaaaaaaaaaababababababababab:1,aaaaaaaaaaaaaaababababababababba:1,aaabbbaaaabb:1,aaaaaaaaabababababababababa:1,aaaaaaaaaaaaaabababababab:1,abababbaaaab:1,aaaaaaaaababababababababab:1,aaaaaaaaaababababababababababab:1,aaaaaaaaaaababababababab:1,abcb:1,acaba:1,aaaaaaaaaabababababababab:1,aaaaaaaaaababababababababa:1,bbabababa:1,abaa:1,aaaaaaaaabababab:1,aaabbabba:1,aaaaaaaaaaaaababababab:1,aaaaaaabba:1,aaaaaaaaababababababababaaaaaaaaabababababababab:1,aababababa:1,abababa:1,bc:1,bbbbbbbbbabababababababa:1,babaaaaaaaa:1,bbbbbbbbbbbcbcbcbcbcbcbcbcbcbc:1,bbaaac:1,cc:1,aaaaaaaaaaaaaaaaaaabaababababbababa:1,aaaaaaaaacacacacacacacac:1,aaaaaaaabbbbbababbaabab:1
74	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab,aaaaaaabababababab,aaaaaaaababababababab,aaaaaaaaabababababababab,aaaaaaaaaababababababababab	aaaaaaaaaaabababababababababab:31,aaaaaaaaaabababababababababab:4,aaaaaaaaaaababababababababababab:4,bbbbbbbbbbcbcbcbcbcbcbcbcbc:3,aaaaaaaaaaaaabababababababababab:2,aaaaaaaaaaaaabababababab:1,abababababababbababbabababba:1,aaaaaaaaaaaaaaaababbabba:1,aaaaaaaaaa:1,bbbbbbababababababababababa:1,aaaabababaa:1,aaaaaaaaaabababababababababaaaaaaaaaa:1,aaaaaaaaaabababababababababababababababababa:1,aaaaaaaaaaaaaaabababababababbabababab:1,aaabbba:1,aaaaaaaaaaabababababababababababa:1,aaaaaaaaaaaaaaaaaabababababababab:1,aaaaaaaaaaaabbbbaaaaaa:1,aaaaaaaaaaabababababababababababab:1,abcbb:1,acb:1,aaaaaaaaaaaababababababababab:1,aaaaaaaaaaabababababababababa:1,bbbababababa:1,aaaaaaabababababababbab:1,aaaabababa:1,aaaababa:1,aaaaaaaabababababababab:1,aaaaaaaaaaaaaaaaaaaaaabababab:1,bbaabb:1,aaaaaaaaaabababababababababaaaaaaaaaababababababababab:1,aaaaaaaaaababababababababababa:1,abababababab:1,aaaaaaaaaaababababababababab:1,aaaaaaaaaaaaaaaaaababababab:1,cb:1,bbbbbbbbbbbbbbbbbbbababababababab:1,aaabbb:1,bbbbbbbbbbbbbbbbbbcbcbcbcbcbcbcbcbc:1,ccaaabbb:1,bc:1,aaaaaaaaaaaaaaaaaaaabababababbabababa:1,aaaaaaaaaacacacacacacacacac:1,aaaaaaaaaaabababababaab:1,aaaaaaaaaaababababababababababa:1
75	aab,aaabab,aaaababab,aaaaabababab,aaaaaababababab,aaaaaaabababababab,aaaaaaaababababababab,aaaaaaaaabababababababab,aaaaaaaaaababababababababab,aaaaaaaaaaabababababababababab	aaaaaaaaaaaababababababababababab:28,aaaaaaaaaaababababababababababab:5,aaaaaaaaaaaabababababababababab:5,bbbbbbbbbbbcbcbcbcbcbcbcbcbcbc:3,aaaaaaaaaaaabababababababababababa:3,aaaaaaaaaaaabababababababababababab:2,aaaaaaaaaaaababababababababababa:2,aaaaaaaaaaaabababababab:1,abababbababbabababbababbababba:1,aaaaaaaaaaaaaaaaaaaaaaaaaaababab:1,aaaaaaaaaaaaababababababababababab:1,aaaaaaaaaaa:1,aaaaaaaaaaaabababababababababa:1,bbbbbbabababababababababababababab:1,aaaaababab:1,aaaaaaaaaaababababababababababaaaaaaaaaaa:1,aaaaaaaaaaabababababababababababab:1,aaaaaaaaaaaaaaaaaabababbabababbabababba:1,abbbababb:1,aaaaaaaaaaaaaaaaaaaaababababababab:1,aaaaaaaaaabbbaaabbbaabbbab:1,aaaaaaaaaaaababababababababababababab:1,bbcc:1,acacacac:1,aaaaaaaaaaaaaaabababababababababab:1,bbbbbababa:1,aaaaaaaaaaaaaaaaaababababababab:1,aaaaaaaaaabababababababababab:1,aaaaaaaaaaaaaabababababab:1,ababababa:1,aaaaaaaaaaababababababababababaaaaaaaaaaabababababababababab:1,ababababababababababa:1,aaaaaaaaaabababababaabbabab:1,aaaaaaaaaaaaaaaaaaababababba:1,bcc:1,bbbbbbbbbbbbbbbbbabababababab:1,abababc:1,bbbbbbbbbbbbbbbbcbcbcbcbcbcbcbcbcbcbcbc:1,bbaacaaa:1,cb:1,aaaaaaaaaaaaaaaaaaabababababababa:1,aaaaaaaaaaacacacacacacacacacac:1,aaaaaaaaaaaaabababaabbaab:1
76	aaba	aabaa:17,aabba:9,abba:7,abaa:7,aaaba:6,bbcb:4,aaab:3,aabab:3,aaaa:2,aba:2,bbab:2,aabac:2,a:2,ccac:2,aabaaa:1,aaabbaa:1,aababa:1,aabaab:1,baaba:1,bbca:1,aabb:1,b:1,acac:1,aa:1,abc:1,aabc:1,bbabb:1,bbb:1,aaabaa:1
77	aaba,aaabaaba	aaaabaaaba:11,aaaabaaabaa:8,aaaabaaabaaba:7,aaabaababa:4,baaabaaba:4,bbbcbbcb:3,aaabaabaa:3,bbbabbab:3,aaaaabaababa:2,aaaabaaba:2,aaabaabab:2,b:2,aabbaabba:2,aaab:1,aaabaabaaa:1,aaabbaabba:1,ababa:1,aaabbaaba:1,aaaaabaaabaa:1,aaabababba:1,aaabaababb:1,abaabaaa:1,aaabaabaaaba:1,aabaa:1,bbbb:1,aabbbba:1,aababa:1,aaabaaabaaba:1,bb:1,cccaccac:1,abbbaa:1,acaccacca:1,aaaabaaaabaa:1,bbb:1,aabc:1,aaaabaababa:1,aabbcc:1,aaaabaaaaba:1,abaabab:1,ababaaba:1,aababb:1,aabbba:1,aabaaabaaaba:1
78	aaba,aaabaaba,aaaabaabaaba	aaaaabaabaabaaba:12,aaaaabaabaaba:9,aaaaabaaabaaaba:6,aaaaabaabaabaa:4,bbbcbbcbbcb:2,aaaaaabaaabaaba:2,aaaaaabaabaababa:2,bbbbabbabbab:2,aaaaabaaabaaba:2,aaaaaabaaabaaaba:2,aaaaabaaabaaabaa:2,ccc:2,bc:2,aaac:1,aaaaabaaaabaaabaaba:1,aaaaabaabaaaba:1,aabbbaaa:1,aabaaabb:1,aaaabaababa:1,aaaabaaabaaba:1,abaabaabaaaa:1,aaaabaabaabaaba:1,aaaaabaaabaaabaaba:1,abaabaaba:1,aaaaabaaaabaabaaba:1,c:1,aaaaabaaabaaabaab:1,ababbbbaaaaaa:1,aaaaabaaaba:1,bbbbcbbcbbcb:1,aaaabaa:1,ccccaccaccac:1,abbaaabaa:1,aaaaccaaccaacca:1,aa:1,abbbc:1,aaaaabaabaababa:1,ccccbccbccbc:1,aaaabaabaaabaaabaa:1,aaaaaabbaaaaabbbaa:1,aaaabaabaabab:1,abbba:1,aaaabaaabaaabaaa:1,abaabaabaaba:1,aabb:1,aaaabbbaaabbbab:1,aaaabaabaababa:1
79	aaba,aaabaaba,aaaabaabaaba,aaaaabaabaabaaba	aaaaaabaabaabaabaaba:17,aaaaaabaabaabaaba:9,aaaaabaabaabaabaaba:4,bbbbbcbbcbbcbbcb:3,bbbbbabbabbabbab:2,aaaaabaabaabaabaa:2,aabc:1,aaaaaaabaabaaba:1,aaaaaaabaabaabaabaaba:1,aaaaaabaaaaabaaaabaaabaaba:1,aaaaaabaabaabaaaba:1,aaaaabaabaabaabaaa:1,aaaaaaabbaababbbaaa:1,aaaaaaabaabaabaababa:1,aaaaaabaabaaba:1,aaabaababa:1,aaaaaababababa:1,aabaabaab:1,abaabaabaabaaaaa:1,aaaabaabaabaabaaba:1,aababaabab:1,aaababaaaba:1,aaaaaabaaaaabaabaabaaba:1,acb:1,bbb:1,aaaaaabaabaabaabaa:1,aaaabbbababaaaabbbb:1,abaab:1,aaaaaabaaabaaaba:1,aaaabaabaaabaa:1,aaaaaaaabaabaabaaba:1,aaaaaaabaabaabaaba:1,ab:1,cccccaccaccaccac:1,abba:1,aaaaaacaaccaaccaacca:1,aaaaaabaabaabaabaabaaba:1,bb:1,ccca:1,bbac:1,aaaaaabaabaabaababa:1,bbcc:1,aaaaabaabaabaabaabaa:1,abbbaabaabbbaaabbaaa:1,aaaaaaaabaabaabaababa:1,aabbbaa:1,aaaabaaabaaabaaba:1,abbbbaabababa:1,aaaabaaabbbaaabb:1,aaaaaabaaabaaabaaaba:1,aaaaabaabaabaaaba:1,aaaaabbbaaaabbaab:1
80	aaba,aaabaaba,aaaabaabaaba,aaaaabaabaabaaba,aaaaaabaabaabaabaaba	aaaaaaabaabaabaabaabaaba:24,aaaaaaabaabaabaabaaba:8,aaaaaabaabaabaabaabaaba:3,bbbbbbabbabbabbabbab:3,aaaaaabaabaabaabaabaa:3,bbbbbbcbbcbbcbbcbbcb:2,aaaaaabaabaabaaba:2,abcc:2,aaaaaaabaabaabaabaababa:2,aacb:1,aaaaaaabaabaabaabaa:1,aaaaaaabaaaaaabaaaaabaaaabaaabaaba:1,aaaaaababababa:1,aaaaaaaabaabaabaabaa:1,aaaaaaaabaabaabaabaababa:1,aabab:1,aaaaaaabababababa:1,abaabaabaabaabaaaaaa:1,aaaaabaabaabaabaabaaba:1,aaaaaaaabaaaabaababaabaaa:1,aaaaabaabaabaa:1,aaaaaaabaaaaaabaabaabaabaaba:1,ac:1,aaaaaaabaabaabaabaabaabaaba:1,c:1,aaaaaaabaabaabaabaabaa:1,aabbbabbbaaaa:1,aaaaaabaaaaabaaaa:1,aaaaaaabaabaabaaba:1,aaaaaaabaaaaabaaaabaa:1,aaaaaaaaaabaabaabaabaaba:1,abaaabaaa:1,aaaaaaccaaccaaccaaccaacca:1,aaa:1,bca:1,ccccccbccbccbccbccbc:1,abba:1,aaaaaaaaabaaaaaaaaaabaaaaaaabaaaaabaaaa:1,aaaaaabaabaabaababa:1,aaaaabababaaba:1,aaaaaabaabaa:1,aaaaaabaaabaaabaaabaaaba:1,abbbaaaabaabaabaabbbaab:1
